"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","NIV","GRA","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"0075415104","0075415","00754151","3","2","15","","","00754","15","1","04","4","6","063","00886",2839
"0075415105","0075415","00754151","3","2","12","","","00754","15","1","05","4","6","063","00886",2839
"0075415106","0075415","00754151","3","1","11","","","00754","15","1","06","4","6","063","00886",2839
"0075502101","0075502","00755021","1","2","76","01","1","00755","02","1","01","1","1","009","00091",2460
"0075502102","0075502","00755021","3","2","42","","","00755","02","1","02","1","1","009","00091",2460
"0075502103","0075502","00755021","3","1","37","","","00755","02","1","03","1","1","009","00091",2460
"0075603101","0075603","00756031","1","2","82","06","3","00756","03","1","01","2","2","105","01253",2656
"0075704101","0075704","00757041","1","2","47","03","3","00757","04","1","01","2","5","067","00918",1831
"0075704102","0075704","00757041","3","1","26","","","00757","04","1","02","2","5","067","00918",1831
"0075704103","0075704","00757041","3","2","23","","","00757","04","1","03","2","5","067","00918",1831
"0075704104","0075704","00757041","3","1","20","","","00757","04","1","04","2","5","067","00918",1831
"0075704105","0075704","00757041","4","1","06","","","00757","04","1","05","2","5","067","00918",1831
"0075804101","0075804","00758041","1","1","26","08","2","00758","04","1","01","1","4","049","00664",2986
"0075904101","0075904","00759041","1","1","45","06","3","00759","04","1","01","1","6","024","00259",719
"0075904102","0075904","00759041","2","2","40","","","00759","04","1","02","1","6","024","00259",719
"0075904103","0075904","00759041","3","2","24","","","00759","04","1","03","1","6","024","00259",719
"0075904104","0075904","00759041","3","1","21","","","00759","04","1","04","1","6","024","00259",719
"0075904105","0075904","00759041","3","1","18","","","00759","04","1","05","1","6","024","00259",719
"0076001101","0076001","00760011","1","1","44","08","4","00760","01","1","01","1","4","048","00571",4158
"0076001102","0076001","00760011","2","2","38","","","00760","01","1","02","1","4","048","00571",4158
"0076001103","0076001","00760011","3","2","14","","","00760","01","1","03","1","4","048","00571",4158
"0076105101","0076105","00761051","1","2","64","03","1","00761","05","1","01","1","1","054","00808",1307
"0076205101","0076205","00762051","1","1","38","08","2","00762","05","1","01","1","4","050","00761",1061
"0076205102","0076205","00762051","2","2","37","","","00762","05","1","02","1","4","050","00761",1061
"0076205103","0076205","00762051","3","1","08","","","00762","05","1","03","1","4","050","00761",1061
"0076301101","0076301","00763011","1","2","44","02","6","00763","01","1","01","1","2","029","00315",1574
"0076301102","0076301","00763011","3","1","19","","","00763","01","1","02","1","2","029","00315",1574
"0076301103","0076301","00763011","3","1","13","","","00763","01","1","03","1","2","029","00315",1574
"0076301104","0076301","00763011","5","2","18","","","00763","01","1","04","1","2","029","00315",1574
"0076301105","0076301","00763011","3","2","07","","","00763","01","1","05","1","2","029","00315",1574
"0076301106","0076301","00763011","3","1","04","","","00763","01","1","06","1","2","029","00315",1574
"0076301107","0076301","00763011","4","1","00","","","00763","01","1","07","1","2","029","00315",1574
"0076401101","0076401","00764011","1","1","75","02","2","00764","01","1","01","4","2","137","01597",1065
"0076401102","0076401","00764011","3","2","37","","","00764","01","1","02","4","2","137","01597",1065
"0076401103","0076401","00764011","5","1","46","","","00764","01","1","03","4","2","137","01597",1065
"0076401104","0076401","00764011","4","2","02","","","00764","01","1","04","4","2","137","01597",1065
"0076503101","0076503","00765031","1","1","57","02","6","00765","03","1","01","1","1","045","00532",2963
"0076503102","0076503","00765031","2","2","57","","","00765","03","1","02","1","1","045","00532",2963
"0076503103","0076503","00765031","3","2","35","","","00765","03","1","03","1","1","045","00532",2963
"0076503104","0076503","00765031","4","2","15","","","00765","03","1","04","1","1","045","00532",2963
"0076503105","0076503","00765031","4","1","03","","","00765","03","1","05","1","1","045","00532",2963
"0076601101","0076601","00766011","1","1","54","03","3","00766","01","1","01","1","3","005","00032",1371
"0076601102","0076601","00766011","2","2","49","","","00766","01","1","02","1","3","005","00032",1371
"0076601103","0076601","00766011","3","2","26","","","00766","01","1","03","1","3","005","00032",1371
"0076601104","0076601","00766011","4","2","05","","","00766","01","1","04","1","3","005","00032",1371
"0076601105","0076601","00766011","3","1","30","","","00766","01","1","05","1","3","005","00032",1371
"0076712101","0076712","00767121","1","2","66","02","4","00767","12","1","01","3","5","116","01406",6756
"0076803101","0076803","00768031","1","1","28","08","4","00768","03","1","01","1","4","048","00584",3791
"0076803102","0076803","00768031","2","2","30","","","00768","03","1","02","1","4","048","00584",3791
"0076803103","0076803","00768031","3","2","04","","","00768","03","1","03","1","4","048","00584",3791
"0076918101","0076918","00769181","1","2","29","02","6","00769","18","1","01","4","6","180","02091",2598
"0076918102","0076918","00769181","2","1","30","","","00769","18","1","02","4","6","180","02091",2598
"0076918103","0076918","00769181","3","1","10","","","00769","18","1","03","4","6","180","02091",2598
"0076918104","0076918","00769181","3","1","07","","","00769","18","1","04","4","6","180","02091",2598
"0077007101","0077007","00770071","1","1","40","03","3","00770","07","1","01","2","1","042","00480",3631
"0077007102","0077007","00770071","2","2","43","","","00770","07","1","02","2","1","042","00480",3631
"0077007103","0077007","00770071","3","2","18","","","00770","07","1","03","2","1","042","00480",3631
"0077007104","0077007","00770071","3","1","13","","","00770","07","1","04","2","1","042","00480",3631
"0077007105","0077007","00770071","3","2","11","","","00770","07","1","05","2","1","042","00480",3631
"0077102101","0077102","00771021","1","1","73","02","4","00771","02","1","01","4","5","173","02041",4774
"0077102102","0077102","00771021","2","2","65","","","00771","02","1","02","4","5","173","02041",4774
"0077210101","0077210","00772101","1","1","43","03","3","00772","10","1","01","4","6","155","01822",916
"0077210102","0077210","00772101","2","2","44","","","00772","10","1","02","4","6","155","01822",916
"0077303101","0077303","00773031","1","1","51","06","3","00773","03","1","01","4","2","160","01845",1479
"0077303102","0077303","00773031","2","2","55","","","00773","03","1","02","4","2","160","01845",1479
"0077303103","0077303","00773031","3","2","19","","","00773","03","1","03","4","2","160","01845",1479
"0077303104","0077303","00773031","3","2","17","","","00773","03","1","04","4","2","160","01845",1479
"0077403101","0077403","00774031","1","1","58","03","3","00774","03","1","01","1","5","122","01459",760
"0077403102","0077403","00774031","2","2","51","","","00774","03","1","02","1","5","122","01459",760
"0077403103","0077403","00774031","3","1","20","","","00774","03","1","03","1","5","122","01459",760
"0077519101","0077519","00775191","1","1","59","02","6","00775","19","1","01","4","5","117","01410",5193
"0077519102","0077519","00775191","2","2","49","","","00775","19","1","02","4","5","117","01410",5193
"0077519103","0077519","00775191","3","1","21","","","00775","19","1","03","4","5","117","01410",5193
"0077519104","0077519","00775191","3","2","16","","","00775","19","1","04","4","5","117","01410",5193
"0077615101","0077615","00776151","1","2","74","02","6","00776","15","1","01","4","6","039","00453",3363
"0077615102","0077615","00776151","3","2","46","","","00776","15","1","02","4","6","039","00453",3363
"0077702101","0077702","00777021","1","2","87","02","6","00777","02","1","01","1","2","029","00296",1685
"0077702102","0077702","00777021","5","1","64","","","00777","02","1","02","1","2","029","00296",1685
"0077702103","0077702","00777021","3","1","60","","","00777","02","1","03","1","2","029","00296",1685
"0077702104","0077702","00777021","3","2","56","","","00777","02","1","04","1","2","029","00296",1685
"0077702105","0077702","00777021","3","2","58","","","00777","02","1","05","1","2","029","00296",1685
"0077803101","0077803","00778031","1","1","58","07","3","00778","03","1","01","1","6","133","01566",1721
"0077803102","0077803","00778031","2","2","52","","","00778","03","1","02","1","6","133","01566",1721
"0077803103","0077803","00778031","3","1","21","","","00778","03","1","03","1","6","133","01566",1721
"0077803104","0077803","00778031","3","1","17","","","00778","03","1","04","1","6","133","01566",1721
"0077918101","0077918","00779181","1","1","65","05","3","00779","18","1","01","3","6","038","00446",6693
"0077918102","0077918","00779181","3","1","34","","","00779","18","1","02","3","6","038","00446",6693
"0077918103","0077918","00779181","4","1","08","","","00779","18","1","03","3","6","038","00446",6693
"0078005101","0078005","00780051","1","1","51","03","3","00780","05","1","01","4","5","096","01156",1044
"0078005102","0078005","00780051","2","2","51","","","00780","05","1","02","4","5","096","01156",1044
"0078103101","0078103","00781031","1","1","55","03","3","00781","03","1","01","4","5","095","01154",485
"0078103102","0078103","00781031","2","2","39","","","00781","03","1","02","4","5","095","01154",485
"0078103103","0078103","00781031","3","2","15","","","00781","03","1","03","4","5","095","01154",485
"0078216101","0078216","00782161","1","1","47","02","5","00782","16","1","01","3","6","109","01373",2841
"0078216102","0078216","00782161","2","2","44","","","00782","16","1","02","3","6","109","01373",2841
"0078216103","0078216","00782161","3","2","28","","","00782","16","1","03","3","6","109","01373",2841
"0078216104","0078216","00782161","3","1","20","","","00782","16","1","04","3","6","109","01373",2841
"0078216105","0078216","00782161","3","2","12","","","00782","16","1","05","3","6","109","01373",2841
"0078216106","0078216","00782161","5","1","41","","","00782","16","1","06","3","6","109","01373",2841
"0078216107","0078216","00782161","4","1","09","","","00782","16","1","07","3","6","109","01373",2841
"0078216108","0078216","00782161","4","1","06","","","00782","16","1","08","3","6","109","01373",2841
"0078303101","0078303","00783031","1","1","51","03","3","00783","03","1","01","1","2","031","00370",1942
"0078303102","0078303","00783031","2","2","52","","","00783","03","1","02","1","2","031","00370",1942
"0078303103","0078303","00783031","3","2","20","","","00783","03","1","03","1","2","031","00370",1942
"0078303104","0078303","00783031","3","2","17","","","00783","03","1","04","1","2","031","00370",1942
"0078402101","0078402","00784021","1","1","68","08","4","00784","02","1","01","1","1","145","01710",2564
"0078511101","0078511","00785111","1","1","44","06","3","00785","11","1","01","3","5","172","02038",7996
"0078511102","0078511","00785111","2","2","42","","","00785","11","1","02","3","5","172","02038",7996
"0078511103","0078511","00785111","3","1","13","","","00785","11","1","03","3","5","172","02038",7996
"0078620101","0078620","00786201","1","1","44","02","6","00786","20","1","01","3","5","115","01405",6115
"0078620102","0078620","00786201","2","2","44","","","00786","20","1","02","3","5","115","01405",6115
"0078702101","0078702","00787021","1","1","66","08","4","00787","02","1","01","1","3","006","00056",1243
"0078702102","0078702","00787021","2","2","56","","","00787","02","1","02","1","3","006","00056",1243
"0078702103","0078702","00787021","3","1","29","","","00787","02","1","03","1","3","006","00056",1243
"0078702104","0078702","00787021","3","1","25","","","00787","02","1","04","1","3","006","00056",1243
"0078702105","0078702","00787021","3","2","19","","","00787","02","1","05","1","3","006","00056",1243
"0078802101","0078802","00788021","1","2","65","02","2","00788","02","1","01","1","1","145","01707",2602
"0078802102","0078802","00788021","3","2","35","","","00788","02","1","02","1","1","145","01707",2602
